,generic,congruent,incongruent,implausible
6084499487b6d10d2aabda10,1.0,1.0,1.0,1.0
60913f7000c9d4d18948da79,1.0,1.0,1.0,1.0
6092de3f71eab0b8ffb3a1fc,1.0,1.0,1.0,1.0
60990347620d51b977f34ce0,1.0,0.9221501055838477,1.0,1.0
609ab3c7fdf2516540d38003,1.0,1.0,0.9163757989992909,0.8790283242181732
60a2541c0e5a829853aad745,1.0,0.9216739550012043,1.0,1.0
60a2e8c68b3c9c53a3aef722,1.0,1.0,1.0,1.0
60a5769dbae38f67750f42e4,1.0,1.0,1.0,1.0
60a7bfcca14b2acd0cb66b16,1.0,1.0,1.0,1.0
60aabff11bad269f664ccbc7,1.0,1.0,0.9285714285714286,1.0
60aac06904242bda27c46987,1.0,1.0,1.0,0.8984653834866381
60ae4fc3b2a7bb662abb8852,1.0,1.0,1.0,1.0
60afa415649ba80204381dad,1.0,1.0,1.0,1.0
60b553fb5705a4355358afaf,1.0,1.0,1.0,1.0
60b5cbacd78980bbcd8ddd41,1.0,1.0,1.0,1.0
60b64f694c19cc0041d1a830,1.0,1.0,1.0,0.9282041841382261
60b66d5d7b07f575f5070524,1.0,1.0,1.0,0.9282041841382261
60b6bccce70b9dcb57760f69,1.0,1.0,0.9285714285714286,1.0
60b6c415dbda3236ea22455a,1.0,1.0,1.0,1.0
60b7e7db11897639638f15cb,1.0,1.0,1.0,1.0
60b889967014a024377477fa,1.0,1.0,1.0,0.8984653834866381
60b8bfa6fd93d6732a7d4ddf,1.0,0.9260778729045427,1.0,1.0
60b8db5feb283b86cce8de9f,1.0,1.0,0.9260778729045427,1.0
60b90114ef13bcd3c200c193,1.0,1.0,1.0,1.0
60b91d545349ec32de395ddd,1.0,1.0,1.0,1.0
60ba349d21c7acbaaabc36dd,1.0,1.0,1.0,1.0
60ba6740a76fadb32842870e,1.0,1.0,1.0,0.9282041841382261
60ba81c2a91092e4071c276c,1.0,1.0,1.0,1.0
60bb608a2da16013513f577e,1.0,1.0,1.0,1.0
60bd04a3749e1ca47e54d3e1,1.0,1.0,1.0,1.0
60bda3d97d8f5c8f09917d2f,1.0,1.0,1.0,0.8719631200671041
60bddb39c8287f341bad6ad6,1.0,1.0,0.9301569704230421,1.0
60bdf618de5fce4b2423e8d7,1.0,1.0,1.0,1.0
60be136a592f08dc5f9e4b28,1.0,1.0,1.0,1.0
